"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045137","development of primary sexual characteristics","66/2619","259/21261",4.62440146212996e-09,2.10750296046188e-07,1.51152069462654e-07,"CTNNA1/PTPRN/FOXC1/YBX3/ADCYAP1R1/AFP/LRP2/PGR/MMP2/TFAP2C/TGFB2/DMC1/FGF9/SFRP1/AMH/GATA3/IL1A/RDH10/INHBA/EREG/SOX9/KDR/MAS1/RARA/WNT2B/NKX2-1/BMPR1B/GATA6/LHX9/RAB13/OSR1/SLIT2/SRD5A1/LHFPL2/GNRH1/NOTCH1/BCL2L11/MMP14/KIT/NPR2/LHX8/NPPC/TIPARP/HMGB2/NKX3-1/AR/FSHR/CEBPB/A2M/NUPR1/BOK/IRX5/NHLH2/KCNE1/CSMD1/FOXL2/SLIT3/IMMP2L/ROBO2/HYAL3/FANCA/ZP3/FLNA/ADAM32/ADGRG1/DACH1",66
"GO:0060041","retina development in camera-type eye","51/2619","179/21261",4.82541490867165e-09,2.18305997109101e-07,1.56571088431198e-07,"PROM1/TFAP2B/PRDM1/ATP2B4/PAX2/TGFB2/NRP1/RS1/CALB1/SLC17A7/NR2E1/PRPH2/ACVR2B/DLX2/VAX2/PROX1/HPCA/NEUROD4/NDP/SOX9/RHOJ/SERPINF1/PDE6B/TFAP2A/SIX3/RBP4/BMPR1B/FOXN4/BARHL2/DLX1/CRB2/NOTCH1/THRB/POU4F2/MERTK/ATP2B2/MEGF11/NEUROD1/VSTM4/RET/PTF1A/STAT3/CLIC4/DSCAM/LAMB2/COL4A1/SLC4A5/RD3/RORB/MFRP/LHX1",51
"GO:0007218","neuropeptide signaling pathway","39/2619","120/21261",5.59769915856817e-09,2.51409705686996e-07,1.8031337564175e-07,"TAC1/TENM1/NPFFR2/OPRK1/NTSR1/PROKR2/PDYN/GPR143/GLRA2/BRS3/SORCS1/NMU/CALCA/OPRM1/HCRTR1/GPR83/MCHR1/NTS/NMBR/ADCYAP1/NXPH2/PROK2/NPY5R/CARTPT/GALR1/TAC3/SCG5/PNOC/GPR37/NPPA/GPR139/SSTR2/NXPH4/NXPH3/RXFP3/PMCH/NPY2R/NMB/NMS",39
"GO:0071772","response to BMP","52/2619","185/21261",5.71133683910442e-09,2.5284904091978e-07,1.81345680237128e-07,"ITGA3/TFAP2B/FSTL4/CHRDL2/TGFBR3/FSTL3/LRP2/ZNF423/SFRP1/DLX5/SFRP4/ENG/GATA3/PHOX2B/BMP5/ACVR2B/MSX2/RUNX2/WNT1/BMP4/SOX9/BMP2/KDR/TWSG1/PPARG/BMPR1B/COL2A1/PCSK6/GATA6/CCN1/GDF7/DLX1/CER1/CRB2/NOTCH1/ADAMTS12/BMP6/GDF6/FSTL1/HEYL/HTRA1/FBN1/GREM1/SPINT2/RBPJ/FSTL5/SOSTDC1/GREM2/NOG/HES5/SKOR2/FOXD1",52
"GO:0071773","cellular response to BMP stimulus","52/2619","185/21261",5.71133683910442e-09,2.5284904091978e-07,1.81345680237128e-07,"ITGA3/TFAP2B/FSTL4/CHRDL2/TGFBR3/FSTL3/LRP2/ZNF423/SFRP1/DLX5/SFRP4/ENG/GATA3/PHOX2B/BMP5/ACVR2B/MSX2/RUNX2/WNT1/BMP4/SOX9/BMP2/KDR/TWSG1/PPARG/BMPR1B/COL2A1/PCSK6/GATA6/CCN1/GDF7/DLX1/CER1/CRB2/NOTCH1/ADAMTS12/BMP6/GDF6/FSTL1/HEYL/HTRA1/FBN1/GREM1/SPINT2/RBPJ/FSTL5/SOSTDC1/GREM2/NOG/HES5/SKOR2/FOXD1",52
"GO:1902074","response to salt","92/2619","410/21261",5.80077276255518e-09,2.54987160158277e-07,1.8287915921068e-07,"SYT7/F7/ATP2B4/PTGS2/EDN1/CHRNA3/MEF2C/OPRK1/P2RX5/ITPKC/CAPN3/ITPR3/P2RX6/TSPO/PDGFB/CPNE6/EEF2K/RASA4/CAV1/ASPN/COL1A1/EFTUD2/P2RX3/SYT10/OPRM1/GPLD1/GNAI2/IL1A/CASQ2/BCL11A/CHRNA2/HPCA/RUNX2/SIX1/AANAT/ALOX5AP/SYT6/HMGCS2/HTR1B/NT5E/MTTP/IQGAP1/TRPM2/SYT2/CRHBP/ALAD/RGS10/DRD2/DRD3/GRIA1/ADCY8/NPR2/ALOX15/EN1/CLDN1/ZC3H12A/GRM2/ITGA2/ADGRV1/SHH/ADCY1/AQP3/PRKCB/B2M/STIM1/CHRM1/ADAM9/CLIC4/TACR3/FABP4/FOS/KRT8/SYT9/JUNB/NPTX1/NEUROD2/CHRNA7/PCSK1/PLEC/CPNE7/CHRM2/SCN5A/KCNQ3/RNLS/DRD1/CHRM5/KCNJ11/AGRN/RYR1/SUCNR1/CPNE1/NEFL",92
"GO:0070588","calcium ion transmembrane transport","86/2619","375/21261",6.14827151428756e-09,2.68359062292636e-07,1.92469611599973e-07,"CALCR/MCUB/CYBA/ATP2B4/TRPC5/SRI/CACNG5/EDN1/ADCYAP1R1/PTPRC/CACNA1S/TRPM3/P2RX5/SLC8B1/NOS1/CAPN3/ITPR3/P2RX6/SLC8A3/NTSR1/CEMIP/TRPA1/PIK3CG/CAV1/P2RX3/TRPV4/OPRM1/PDE4D/GRIN3B/CASQ2/TRPM6/HPCA/PLP1/AHNAK/CCR7/PKDREJ/APLNR/TRPC6/PLCE1/ITGAV/SLC24A4/NOL3/STAC2/CACNA1A/TRPM2/TRPM8/HTR2C/DRD2/JPH2/PLCB3/CACNA1C/DRD3/CACNA2D1/WNT3A/SLC24A2/ATP2B2/CACHD1/SELENON/GPER1/CATSPER2/STIM1/SCN11A/CXCL10/CXCL11/SLN/P2RY6/HAP1/CHRNA9/NPPA/CHRNA7/GRIN1/ANO6/F2R/ANXA2/SCN5A/PRKD1/DRD1/SLC24A3/PLCD1/SLC24A5/RYR1/SCN8A/FLNA/ANXA6/PLN/GRIN3A",86
"GO:0036293","response to decreased oxygen levels","81/2619","347/21261",7.23920940666652e-09,3.13766572744889e-07,2.25036299774404e-07,"CD38/F7/FGFR2/TGFBR3/TFRC/PTGS2/FOSL2/EDN1/KCNK2/PLOD1/MMP2/NOS1/ANGPT2/TGFB2/SLC8A3/CHRNA4/ANGPT4/RGCC/EEF2K/SFRP1/PLAT/TGFB1/CAV1/CHCHD2/PDLIM1/CXCL12/SOD3/CRYAB/P2RX3/TRPV4/STC2/IL1A/EPAS1/MYB/PGF/TGFB3/TWIST1/PLAU/NDP/BMP2/LIF/AJUBA/EGLN3/CBFA2T3/KCNA5/PPARG/POSTN/LOXL2/SLC2A8/NOL3/GATA6/PMAIP1/HSPG2/ALAD/NOTCH1/SLC39A12/ADM/DRD2/PLOD2/NR4A2/MMP14/STC1/LMNA/CYGB/DDR2/CAPN2/NPPC/ADORA1/ITGA2/AQP3/STOX1/NKX3-1/RBPJ/FOS/NDNF/CHRNA7/TH/SLC2A4/KCND2/KCNJ11/RYR1",81
"GO:0044706","multi-multicellular organism process","60/2619","229/21261",7.52779665592591e-09,3.24008914398811e-07,2.3238220232438e-07,"CD38/ITGA3/ABCC8/TAC1/DSG2/PRDM1/PTGS2/FBLN1/EDN1/PGR/COL16A1/OVGP1/B4GALT1/MMP2/ANGPT2/PCSK5/TIMP1/DKKL1/SYDE1/PLA2G4C/RLN1/CALCA/VDR/STC2/TACR1/SPP1/TGFB3/ACVR1C/NDP/APOL2/LIF/IDO1/RARA/ITGB4/ADCYAP1/HSPG2/CORIN/CRHBP/ADM/STC1/TPPP3/ITGA5/CAPN2/IGFBP7/HPGD/ITGA2/GJB2/TAC3/PNOC/AR/FOS/JUNB/RXFP1/NPPA/FOSL1/CSMD1/HYAL3/HMX3/TEAD4/DDO",60
"GO:0001649","osteoblast differentiation","72/2619","296/21261",7.98328270661779e-09,3.41244042866325e-07,2.44743396515767e-07,"MRC2/WWTR1/HGF/IBSP/TNC/HDAC7/FGFR2/TP63/FOSL2/BCAP29/MEF2C/FGF9/SFRP1/DLX5/WNT3/COL1A1/LOX/ACVR2B/FHL2/SPP1/SATB2/MSX2/TWIST1/SNAI1/RUNX2/BMP4/SOX9/RRBP1/BMP2/TWSG1/GDPD2/PPARG/FIGNL1/IL6ST/IL6/ITGA11/SEMA7A/BMPR1B/FBN2/CCN1/IGFBP3/RSPO2/NOTCH1/BMP3/BMP6/WNT3A/CREB3L1/IL6R/DDR2/NPPC/RANBP3L/SHH/CTHRC1/GREM1/TPM4/NPNT/SHOX2/WNT10B/JUNB/CEBPB/FAM20C/TMEM119/NOG/PRKD1/TMT1A/FFAR4/OSTN/RORB/LGR4/CLIC1/CEBPD/GDF10",72
"GO:0046942","carboxylic acid transport","87/2619","383/21261",8.13193229456401e-09,3.45217235354162e-07,2.47593007065204e-07,"SLC7A2/ABCB4/ABCC8/SLC38A5/XK/SLC6A15/LLGL2/PTGS2/SLC46A1/EDN1/LRP2/SLCO1A2/ABCB1/SLC17A6/SLC7A8/PLA2G3/SLCO4A1/NTSR1/ABCD1/SLC7A5/SLC17A7/SLC1A5/ABCC3/FOLR1/SLCO1B3/SLC16A10/SLC27A6/RBP1/IL1A/PLA2G4A/SLC16A7/ABCG2/FABP3/SLC10A2/SLC10A3/APOE/SLC35D2/GFAP/PPARG/ANXA1/HTR1B/SLC26A10P/SLCO1C1/RBP5/SLC38A4/SLC27A2/SLC16A3/TNFRSF11A/SFXN5/SLC26A1/SLC10A4/SLC22A3/SLC26A7/DRD2/SLC22A8/ITGB1/DRD3/SLC16A12/GRM1/PLA2R1/SLC7A7/SLC26A2/SLC13A3/RBP7/ADORA1/SLC6A20/GRM2/NPY5R/FABP5/SLC6A5/SLC16A4/SLC38A11/FABP6/FABP4/ABCD2/SLCO2A1/PRKG1/IRS2/PLA2G2A/GRM7/SLC6A9/SLC6A17/NMB/SLC22A6/AVPR1B/SLC10A5/SLC5A8",87
"GO:0042698","ovulation cycle","29/2619","76/21261",8.50437423037628e-09,3.58572186937906e-07,2.57171302362184e-07,"PTPRN/AFP/PGR/OPRK1/MMP2/TGFB2/AMH/MDK/TGFB3/INHBA/EREG/SERPINF1/BMPR1B/SLIT2/NOTCH1/NPR2/NPPC/NPY5R/AXL/FSHR/HAS2/CHRNA7/A2M/NHLH2/SLIT3/ROBO2/ZP3/NCOR2/GDF10",29
"GO:0008585","female gonad development","35/2619","103/21261",9.11260507404375e-09,3.81621123303535e-07,2.73702213568185e-07,"CTNNA1/PTPRN/FOXC1/AFP/PGR/MMP2/DMC1/SFRP1/AMH/INHBA/EREG/KDR/BMPR1B/LHX9/SLIT2/GNRH1/NOTCH1/MMP14/KIT/NPR2/LHX8/NPPC/TIPARP/FSHR/CEBPB/A2M/NUPR1/CSMD1/FOXL2/SLIT3/IMMP2L/ROBO2/HYAL3/FANCA/ZP3",35
"GO:0015849","organic acid transport","87/2619","384/21261",9.26534337593623e-09,3.85413411033911e-07,2.76422077545593e-07,"SLC7A2/ABCB4/ABCC8/SLC38A5/XK/SLC6A15/LLGL2/PTGS2/SLC46A1/EDN1/LRP2/SLCO1A2/ABCB1/SLC17A6/SLC7A8/PLA2G3/SLCO4A1/NTSR1/ABCD1/SLC7A5/SLC17A7/SLC1A5/ABCC3/FOLR1/SLCO1B3/SLC16A10/SLC27A6/RBP1/IL1A/PLA2G4A/SLC16A7/ABCG2/FABP3/SLC10A2/SLC10A3/APOE/SLC35D2/GFAP/PPARG/ANXA1/HTR1B/SLC26A10P/SLCO1C1/RBP5/SLC38A4/SLC27A2/SLC16A3/TNFRSF11A/SFXN5/SLC26A1/SLC10A4/SLC22A3/SLC26A7/DRD2/SLC22A8/ITGB1/DRD3/SLC16A12/GRM1/PLA2R1/SLC7A7/SLC26A2/SLC13A3/RBP7/ADORA1/SLC6A20/GRM2/NPY5R/FABP5/SLC6A5/SLC16A4/SLC38A11/FABP6/FABP4/ABCD2/SLCO2A1/PRKG1/IRS2/PLA2G2A/GRM7/SLC6A9/SLC6A17/NMB/SLC22A6/AVPR1B/SLC10A5/SLC5A8",87
"GO:0034767","positive regulation of monoatomic ion transmembrane transport","47/2619","162/21261",1.0180726188796e-08,4.2066760612105e-07,3.01706713651126e-07,"CFTR/CALCR/KCNQ1/SRI/ACTN2/EDN1/ADCYAP1R1/OPRK1/P2RX5/ABCB1/NOS1/CAPN3/NTSR1/CEMIP/KCNN4/CAV1/CCL2/P2RX3/PLP1/KCNJ2/ACTN4/EPHB2/APLNR/TRPC6/STAC2/JPH2/CACNA2D1/LRRC52/GPER1/KCNC2/STIM1/CXCL10/CXCL11/ADRB2/P2RY6/HAP1/NPPA/GRIN1/ANO6/KCNE1/F2R/RGS7/DRD1/RELN/FLNA/TCAF1/PIRT",47
"GO:0043588","skin development","81/2619","350/21261",1.09417402999197e-08,4.49118585290742e-07,3.22112020122417e-07,"CYP26B1/ITGA3/TFAP2B/OPN3/FOXC1/TRAF3IP2/CDH3/ELOVL1/FGFR2/TP63/FOSL2/COL5A3/ADAMTS2/ITGA6/TGM1/TGFB2/DSP/TRADD/FA2H/LSR/COL1A1/EXPH5/VDR/IL1A/IRF6/MSX2/INHBA/SNAI1/EREG/SOX9/TNFRSF19/ZFP36/KRT17/PALLD/COL5A1/LAMA5/ITGB4/PLAAT4/SPINK5/ANXA1/KRT7/EDAR/FLNB/POU2F3/FRAS1/FGF7/GATA6/FLG/NFKBIZ/NOTCH1/IL18/APCDD1/CD109/GRHL3/TCHH/CLDN1/ITGA2/FOXQ1/DACT2/SHH/COL1A2/AQP3/KRT80/RBPJ/ADAM9/CLIC4/WNT10B/KRT75/SOSTDC1/ETV4/PLEC/FOXE1/ALOXE3/LCE1E/KAZN/RYR1/PDGFA/COL5A2/LGR4/KRT81/FOXI3",81
"GO:0032330","regulation of chondrocyte differentiation","24/2619","56/21261",1.10502031682748e-08,4.50586573927417e-07,3.23164875205156e-07,"SCIN/RARB/NKX3-2/MDK/SOX6/EFEMP1/CCN2/RUNX2/BMP4/SOX9/LOXL2/PRKG2/BMPR1B/WNT9A/ADAMTS12/BMP6/FGF18/GDF6/GREM1/LTBP3/SHOX2/SIX2/RARG/RFLNB",24
"GO:0021537","telencephalon development","74/2619","310/21261",1.17491395985247e-08,4.75955341383372e-07,3.41359590812313e-07,"DNAH5/ATP2B4/KIF26A/RARB/LHX5/LAMB1/NUMBL/DLX5/CXCL12/MDK/KCNA1/NR2E1/FOXP1/RTN4/DLX2/TNR/PROX1/INHBA/BMP4/BMP2/FOXP2/FEZF1/MAS1/RARA/BCAN/EPHB2/EMX1/NKX2-1/TBR1/SIX3/SEMA7A/ASCL1/DLX1/SLIT2/EPHA5/SRD5A1/TACC1/DRD2/KIRREL3/ZIC1/WNT3A/GRIA1/HTR5A/BTG2/LMX1A/NEUROD1/CCDC141/EOMES/NEUROD6/SHH/UNCX/EMX2/CNTNAP2/FUT1/KCNA3/KCNA2/TH/SCN5A/CNTN2/DRD1/ROBO2/NRG3/RTN4RL1/RELN/PAX5/FAT4/FLNA/HES5/POU3F3/ADGRG1/NOTCH2NLA/LHX1/NEFL/NOTCH2NLB",74
"GO:1901342","regulation of vasculature development","87/2619","386/21261",1.20007864512331e-08,4.82992691069756e-07,3.46406843359926e-07,"PLXND1/ABCC8/DCN/ADGRA2/FOXC1/ATP2B4/TIE1/SP100/PKM/ANGPT2/SEMA6A/TGFB2/NRP1/CD40/ISM1/ANGPT4/RGCC/SFRP1/PIK3CG/HSPB1/SERPINE1/ENG/MDK/NR2E1/SMOC2/SEMA5A/SPARC/IL1A/F3/PGF/TWIST1/RRAS/RHOJ/KDR/ADM2/PPARG/SERPINF1/CHI3L1/SPINK5/APLNR/COL4A2/ETS1/CNMD/GPNMB/IL6/NIBAN2/EMILIN1/GATA6/ERBB2/HSPG2/RHOB/SLC39A12/ADAM12/ADM/HMGA2/ITGB1/PDE3B/PRKCA/FGF18/CREB3L1/RUNX1/ITGA5/TGFBR2/ADAMTS9/ZC3H12A/PRKCB/GREM1/STIM1/CX3CR1/STAT3/COL4A3/EFNA1/CXCL10/MINAR1/SEMA3E/ANGPTL7/C3AR1/CD34/FUT1/CHRNA7/FOXC2/CCBE1/CLDN5/PRKD1/C5AR1/TNFSF12/YJEFN3",87
"GO:0045765","regulation of angiogenesis","86/2619","381/21261",1.35201687746669e-08,5.40632297196034e-07,3.87746504145455e-07,"PLXND1/ABCC8/DCN/ADGRA2/FOXC1/ATP2B4/TIE1/SP100/PKM/ANGPT2/SEMA6A/TGFB2/NRP1/CD40/ISM1/ANGPT4/RGCC/SFRP1/PIK3CG/HSPB1/SERPINE1/ENG/MDK/NR2E1/SMOC2/SEMA5A/SPARC/IL1A/F3/PGF/TWIST1/RRAS/RHOJ/KDR/ADM2/PPARG/SERPINF1/CHI3L1/SPINK5/APLNR/COL4A2/ETS1/CNMD/GPNMB/IL6/NIBAN2/EMILIN1/GATA6/ERBB2/HSPG2/RHOB/SLC39A12/ADAM12/ADM/HMGA2/ITGB1/PDE3B/PRKCA/FGF18/CREB3L1/RUNX1/ITGA5/TGFBR2/ADAMTS9/ZC3H12A/PRKCB/GREM1/STIM1/CX3CR1/STAT3/COL4A3/EFNA1/CXCL10/MINAR1/SEMA3E/C3AR1/CD34/FUT1/CHRNA7/FOXC2/CCBE1/CLDN5/PRKD1/C5AR1/TNFSF12/YJEFN3",86
"GO:0001659","temperature homeostasis","55/2619","206/21261",1.542360002252e-08,6.12791493202431e-07,4.39499749629569e-07,"ADRB1/PTGER3/TFE3/PTGS2/NTSR1/ZNF423/CAV1/PHOX2B/NMU/PPARGC1A/LAMA4/ACVR2B/IL1A/ACADL/IL18R1/PLCL1/EPAS1/G0S2/EDN2/GADD45G/TLR4/TLE3/ADCYAP1/TNFRSF11A/TRPM2/SFXN5/PTH2R/TRPM8/PDGFC/NOTCH1/DRD2/IL18/ADAMTS5/PLCL2/PPARGC1B/ZBTB7B/ACOT11/ADORA1/FABP5/ALDH1A1/TSHR/RBPJ/STAT3/ADRB2/WNT10B/SLN/FABP4/CEBPB/CMKLR1/FOXC2/DRD1/FFAR4/LGR4/DIO2/EBF2",55
"GO:0050919","negative chemotaxis","22/2619","49/21261",1.58826773114989e-08,6.27011681380066e-07,4.49698600646731e-07,"SEMA3G/SEMA3B/NTN1/SEMA3C/SEMA5B/SEMA6A/SEMA5A/LGR6/EPHA7/ITGAV/SEMA7A/LRTM1/SLIT2/SEMA3D/SEMA3E/UNC5C/SLIT3/ROBO2/SEMA4B/NRG3/SLIT1/PDGFA",22
"GO:0090257","regulation of muscle system process","64/2619","256/21261",1.74468050401767e-08,6.84400617968451e-07,4.90858478911834e-07,"ABCC8/TNFRSF1B/DSG2/KCNQ1/ATP2B4/TNFRSF1A/LMCD1/PTGS2/SRI/EDN1/CHRNA3/CACNA1S/NOS1/DSP/SLC8A3/MYL9/PIK3CG/CAV1/NMU/CALCA/TRPV4/KCNA1/PDE4D/FOXP1/TACR1/CHRNB4/CASQ2/NR4A3/KCNJ2/EDN2/CNN1/PPARG/IL6ST/PLCE1/TPM1/MLIP/NOTCH1/CACNA1C/PRKCA/KIT/STC1/LMNA/SELENON/PROK2/ADORA1/ZC3H12A/ITGA2/GPER1/NPNT/ADRB2/TACR3/SLN/ADORA2B/NPPA/CHRM2/F2R/NEUROG1/CTNNA3/SCN5A/PRKD1/PRKG1/ANXA6/PLN/GJA5",64
"GO:0007229","integrin-mediated signaling pathway","39/2619","125/21261",2.01358898690658e-08,7.84919782443206e-07,5.62951757147069e-07,"ITGA3/ITGA2B/CTNNA1/LIMS2/ITGA8/COL16A1/LAMB1/ITGA6/NRP1/MYH9/TIMP1/BST1/NEDD9/ITGA4/NID1/CCN2/LAMA5/ITGB4/VAV3/ITGA7/LAMC1/TLN1/ITGA11/ITGAV/SEMA7A/ITGB7/ITGA9/ITGB1/ZYX/ITGA5/ITGA2/ADAM9/LIMS1/LAMB2/PRKD1/ISG15/FYB2/LAMA2/FLNA",39
"GO:0045669","positive regulation of osteoblast differentiation","30/2619","83/21261",2.05782824213105e-08,7.97151215295517e-07,5.71724254376279e-07,"WWTR1/HGF/TP63/MEF2C/ACVR2B/MSX2/RUNX2/BMP4/BMP2/GDPD2/IL6ST/IL6/BMPR1B/FBN2/CCN1/BMP6/IL6R/DDR2/NPPC/CTHRC1/NPNT/WNT10B/CEBPB/FAM20C/TMEM119/PRKD1/FFAR4/CLIC1/CEBPD/GDF10",30
"GO:0008016","regulation of heart contraction","58/2619","224/21261",2.10824396314474e-08,8.1160845239572e-07,5.82093119082068e-07,"ADRB1/DSG2/KCNQ1/ATP2B4/SRI/EDN1/KCNN2/NOS1/TGFB2/DSP/SLC8A3/PIK3CG/CAV1/GLP1R/TBX18/PDE4D/EPAS1/CASQ2/KCNJ2/EDN2/ADM2/KCNA5/GCH1/FOXN4/TPM1/CORIN/ADM/DRD2/CACNA1C/THRB/CACNA2D1/ATP2B2/STC1/KCNJ3/ADORA1/ZC3H12A/TMEM65/SHOX2/TACR3/HOPX/HSPB7/DES/NPPA/CHRNA7/SCN4B/IRX3/KCNG2/TH/KCNE1/CHRM2/GJC1/CTNNA3/SCN5A/KCND2/RNLS/FLNA/PLN/GJA5",58
"GO:0060840","artery development","37/2619","116/21261",2.39732659524211e-08,9.1719939736485e-07,6.57823925387096e-07,"PLXND1/TFAP2B/FOXC1/PRDM1/MYLK/NOTCH3/EDN1/LRP2/TGFB2/NRP1/FOXF1/EYA1/ENG/FOLR1/MDK/LOX/ACVR2B/PRRX1/PROX1/BMP4/SIX1/LOXL1/APOE/APLNR/STRA6/NOTCH1/TGFBR2/ADAMTS9/HPGD/SHH/NKX3-1/RBPJ/SCN11A/FOXC2/NOG/ROBO2/GJA5",37
"GO:0061005","cell differentiation involved in kidney development","25/2619","62/21261",2.44125976862074e-08,9.28277794227692e-07,6.65769454496959e-07,"PROM1/WWTR1/PAX2/MEF2C/PDGFB/GATA3/ACTA2/LIF/FOXJ1/IQGAP1/OSR1/NOTCH1/MYO1E/WNT9B/KLF15/SHH/GREM1/GDNF/SIX2/LAMB2/CD34/FOXC2/POU3F3/LGR4/LHX1",25
"GO:0003229","ventricular cardiac muscle tissue development","24/2619","58/21261",2.5413884017648e-08,9.60458860618184e-07,6.88850014162564e-07,"DSG2/FOXC1/COL11A1/FGFR2/TGFBR3/LRP2/TGFB2/DSP/PPP1R13L/TGFB1/ENG/PROX1/TBX3/TPM1/NOTCH1/POU4F1/ADAMTS9/RBPJ/HOPX/HEG1/FOXC2/IRX3/NOG/KCNJ11",24
"GO:0008217","regulation of blood pressure","55/2619","209/21261",2.65544868066874e-08,9.97483086229384e-07,7.15404132597389e-07,"ADRB1/UTS2/KCNQ1/PTGS2/EDN1/NOS1/PTGS1/PCSK5/PDGFB/CTSZ/NTSR1/BRS3/ACTA2/ASIC2/CALCA/GNB3/GLP1R/PDE4D/TACR1/ECE1/WNK4/EDN2/ADM2/GCH1/PPARG/POSTN/IER3/EMILIN1/ENPEP/TPM1/GRIP2/CORIN/ADAMTS16/ADM/DRD2/PLCB3/DRD3/NPR2/ADORA1/F2RL1/CARTPT/COL1A2/TAC3/OR51E2/AR/ADRB2/TACR3/NPPA/CHRNA7/F2R/RNLS/SLC4A5/AVPR1B/SUCNR1/GJA5",55
"GO:0008406","gonad development","63/2619","254/21261",3.0943861299724e-08,1.15536176105837e-06,8.28636184329324e-07,"CTNNA1/PTPRN/FOXC1/YBX3/AFP/LRP2/PGR/MMP2/TFAP2C/TGFB2/DMC1/FGF9/SFRP1/AMH/GATA3/IL1A/RDH10/INHBA/EREG/SOX9/KDR/MAS1/RARA/WNT2B/NKX2-1/BMPR1B/GATA6/LHX9/RAB13/OSR1/SLIT2/SRD5A1/GNRH1/NOTCH1/BCL2L11/MMP14/KIT/NPR2/LHX8/NPPC/TIPARP/HMGB2/NKX3-1/AR/FSHR/CEBPB/A2M/NUPR1/BOK/IRX5/NHLH2/KCNE1/CSMD1/FOXL2/SLIT3/IMMP2L/ROBO2/HYAL3/FANCA/ZP3/FLNA/ADAM32/ADGRG1",63
"GO:0035850","epithelial cell differentiation involved in kidney development","22/2619","51/21261",3.89622338819042e-08,1.44603548263499e-06,1.03711007679346e-06,"PROM1/WWTR1/PAX2/MEF2C/PDGFB/GATA3/ACTA2/LIF/FOXJ1/IQGAP1/OSR1/NOTCH1/MYO1E/WNT9B/KLF15/GREM1/GDNF/SIX2/LAMB2/CD34/FOXC2/LHX1",22
"GO:0048048","embryonic eye morphogenesis","18/2619","36/21261",4.02406305032599e-08,1.48407012605604e-06,1.06438887626478e-06,"PAX2/RARB/EFEMP1/VAX2/PROX1/TWIST1/TFAP2A/FOXF2/STRA6/SIX3/FBN2/ZEB1/FZD5/FBN1/RARG/TH/FOXL2/MFAP5",18
"GO:0007599","hemostasis","65/2619","267/21261",4.0465932769195e-08,1.48407012605604e-06,1.06438887626478e-06,"CD9/PLAUR/VCL/ENTPD2/F7/DGKA/FBLN1/EDN1/CD59/PDGFB/MYH9/PROCR/CD40/MYL9/MYL12A/PLAT/TFPI2/PIK3CG/CAV1/HSPB1/SERPINE1/VTN/VWF/PLA2G4A/F3/PLAU/F10/TPH1/APOE/EPHB2/VAV3/IL6ST/IL6/DGKB/TLR4/TLN1/EMILIN1/ENTPD1/MMRN1/ADAMTS18/SERPING1/FLI1/MERTK/PRKCA/WNT3A/F11R/CSRP1/SCUBE1/PDPN/ANXA5/ITGA2/F2RL1/SHH/AXL/ANO6/F2R/ANXA2/PROS1/PRKG1/PLSCR1/FLNA/PDGFA/SERPINB2/PAPSS2/CLIC1",65
"GO:2000177","regulation of neural precursor cell proliferation","34/2619","104/21261",4.42137070509999e-08,1.61197974295351e-06,1.15612684133977e-06,"CTNNA1/LIMS2/DCT/LRP2/LHX5/MDK/NR2E1/GNAI2/PROX1/BCAN/EMX1/SIX3/ASCL1/HAPLN3/HAPLN1/NOTCH1/VAX1/DRD2/ITGB1/WNT3A/ACAN/BTG2/SHH/SPINT2/CX3CR1/OTP/TAFA3/FZD9/RASSF10/FLNA/DISP3/ADGRG1/SKOR2/LHX1",34
"GO:0001764","neuron migration","50/2619","185/21261",4.4747221160581e-08,1.6129636296474e-06,1.15683249401352e-06,"ITGA3/NTN1/KIF26A/CELSR1/MEF2C/SEMA6A/NRP1/GATA3/CXCL12/PHOX2B/MDK/SATB2/TWIST1/NEUROD4/FEZF1/NKX2-1/ASCL1/BARHL2/DCDC2/GNRH1/VAX1/DRD2/KIRREL3/POU4F1/SPOCK1/IGSF10/NR4A2/EOMES/NKX6-1/TLX3/AXL/ULK4/STAT3/SOX14/EMX2/SEMA3E/NDNF/UNC5C/CNTN2/DRD1/PRKG1/NRG3/CCK/RELN/NTNG2/FLNA/ADGRG1/SCRT2/SCRT1/LHX1",50
"GO:0048863","stem cell differentiation","64/2619","262/21261",4.47611720392632e-08,1.6129636296474e-06,1.15683249401352e-06,"SEMA3G/SEMA3B/FOXC1/FGFR2/TP63/SEMA3C/PAX2/EDN1/MEF2C/PTPRC/SEMA5B/SEMA6A/TGFB2/NRP1/SETD6/SFRP1/WNT3/PHOX2B/FOLR1/SOX6/RBM24/SEMA5A/MSX2/RDH10/TWIST1/RUNX2/BMP4/SOX9/SIX1/ZFP36/LIF/FOXA1/LAMA5/GSC/TBX3/SEMA7A/GATA6/OSR1/NOTCH1/HMGA2/ITGB1/SEMA3D/WNT7A/KIT/TAL1/FRZB/EOMES/SHH/RET/GREM1/LTBP3/RBPJ/STAT3/GDNF/SEMA3E/A2M/FOXC2/NOG/SEMA4B/SHC4/CYP26C1/ANXA6/HES5/EPOP",64
