"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015291","secondary active transmembrane transporter activity","70/2663","309/21059",6.79529144811587e-07,2.16694293956584e-05,1.70875749864902e-05,"SLC38A5/SLC18A1/SLC6A16/SLC9A7/SLC6A15/SLC12A1/SLC46A1/SLCO1A2/SLC15A1/SLC8B1/SLC17A6/SLC7A8/SLC8A3/SLCO4A1/SLC7A5/SLC17A7/SLC1A5/SLC15A3/SLC22A18/SLCO1B3/SLC16A10/SLC30A3/SLC5A7/SLC16A7/SLC10A2/SLC10A3/SLC44A2/SLC35D2/SLC26A10P/SLC9A5/SLCO5A1/SLCO1C1/SLC38A4/SLC24A4/SLC16A3/SLC4A10/SLC26A1/SLC10A4/SLC26A7/SLC39A12/SLC22A8/SLC16A12/SLC26A2/SLC24A2/SLC34A2/SLC13A3/SLC6A20/SLC13A4/SLC30A8/SLC18A2/SLC6A5/SLC16A4/SLCO4C1/SLCO2A1/SLC9A4/SLC47A2/SLC9A9/SLC2A4/SLC35D3/SLC24A3/SLC18A3/SLC24A5/SLC4A5/SLC6A9/SLC30A10/SLC6A17/SLC22A6/SLC12A8/SLC10A5/SLC5A8",70
"GO:0001653","peptide receptor activity","41/2663","149/21059",8.40432484719857e-07,2.60761214177945e-05,2.05625017598599e-05,"CALCR/NPFFR2/ADCYAP1R1/OPRK1/NTSR1/PROKR2/GPR143/BRS3/VIPR2/NOD1/GHRHR/SORCS1/CCKBR/OPRM1/GLP1R/TACR1/HCRTR1/GPR83/MCHR1/MAS1/APLNR/NMBR/PTH2R/NPR2/NPY5R/F2RL1/TSHR/GALR1/CX3CR1/TACR3/GPR37/FSHR/RXFP1/MC5R/GPR139/SSTR2/F2R/RXFP3/NPY2R/AVPR1B/LGR4",41
"GO:0097493","structural molecule activity conferring elasticity","9/2663","12/21059",1.25306873905063e-06,3.78558661165823e-05,2.98514990466356e-05,"ELN/AHNAK/LAMC1/EMILIN1/MMRN1/FBN2/FBLN5/FBLN2/FBN1",9
"GO:0099094","ligand-gated monoatomic cation channel activity","34/2663","116/21059",1.49933314238332e-06,4.41342166014373e-05,3.48023347489786e-05,"ABCC8/CNGB1/ASIC4/CHRNA3/KCNN2/P2RX5/ITPR3/P2RX6/CHRNA4/TRPA1/KCNN1/ASIC2/P2RX3/CHRNB4/CHRNA2/KCNJ2/KCNK1/TRPM2/KCNN3/TRPM8/CHRNA6/HTR3B/KCNJ16/KCNJ15/KCNJ3/CHRFAM7A/CNGB3/CHRNA9/CHRNA7/GRIN1/KCNH7/KCNJ11/RYR1/CNGA1",34
"GO:0008528","G protein-coupled peptide receptor activity","39/2663","142/21059",1.62129583304576e-06,4.65311904084133e-05,3.66924846426146e-05,"CALCR/NPFFR2/ADCYAP1R1/OPRK1/NTSR1/PROKR2/GPR143/BRS3/VIPR2/GHRHR/SORCS1/CCKBR/OPRM1/GLP1R/TACR1/HCRTR1/GPR83/MCHR1/MAS1/APLNR/NMBR/PTH2R/NPY5R/F2RL1/TSHR/GALR1/CX3CR1/TACR3/GPR37/FSHR/RXFP1/MC5R/GPR139/SSTR2/F2R/RXFP3/NPY2R/AVPR1B/LGR4",39
"GO:0098641","cadherin binding involved in cell-cell adhesion","11/2663","18/21059",1.75442341522392e-06,4.8947081105354e-05,3.85975515776677e-05,"BAIAP2L1/PDLIM1/KRT18/CNN3/CDC42EP1/ANXA1/TMOD3/PDLIM5/S100A11/STXBP6/ANXA2",11
"GO:0005230","extracellular ligand-gated monoatomic ion channel activity","26/2663","78/21059",1.7943908433517e-06,4.8947081105354e-05,3.85975515776677e-05,"GABRA1/CHRNA3/P2RX5/P2RX6/CHRNA4/GLRA2/GABRA4/P2RX3/GABRG2/GRIN3B/CHRNB4/CHRNA2/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/GRIA1/GABRG1/CHRFAM7A/CHRNA9/CHRNA7/GRIN1/GRIN3A",26
"GO:0004222","metalloendopeptidase activity","35/2663","122/21059",1.83338369993922e-06,4.8947081105354e-05,3.85975515776677e-05,"TLL1/ADAM28/ADAMTS2/MMP2/TLL2/MMP11/MMP15/PAPPA2/ECE1/MMP19/ADAMTS8/ADAM19/MMP7/CLCA2/ADAMTS14/ADAMTS17/ADAMTS18/ADAMTS10/MMEL1/ADAMTS16/ADAM12/ADAM33/ADAMTS12/ADAMTS5/ADAMTS3/MMP14/ADAMTS9/ADAMTS15/MMP10/BMP1/ADAM9/ADAMTS20/TRABD2A/ADAM32/TRABD2B",35
"GO:0022824","transmitter-gated monoatomic ion channel activity","23/2663","65/21059",2.18218411273914e-06,5.48035355192036e-05,4.32156982821522e-05,"GABRA1/CHRNA3/CHRNA4/GLRA2/GABRA4/GABRG2/GRIN3B/CHRNB4/CHRNA2/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/GRIA1/GABRG1/CHRFAM7A/CHRNA9/CHRNA7/GRIN1/GRIN3A",23
"GO:0022835","transmitter-gated channel activity","23/2663","65/21059",2.18218411273914e-06,5.48035355192036e-05,4.32156982821522e-05,"GABRA1/CHRNA3/CHRNA4/GLRA2/GABRA4/GABRG2/GRIN3B/CHRNB4/CHRNA2/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/GRIA1/GABRG1/CHRFAM7A/CHRNA9/CHRNA7/GRIN1/GRIN3A",23
"GO:0005267","potassium channel activity","36/2663","128/21059",2.1959604824768e-06,5.48035355192036e-05,4.32156982821522e-05,"ABCC8/KCNG1/KCNQ1/KCNN2/KCNK2/KCNH4/KCND1/KCNN4/KCNN1/KCNA1/KCNQ4/KCNJ2/KCNS1/KCNA5/KCNK1/KCNN3/KCNJ16/KCNJ15/LRRC52/KCNJ3/KCNK5/KCNV1/KCNC2/KCNAB1/KCNK9/KCNAB3/KCNS3/KCNA3/KCNA2/KCNG2/KCNE1/KCNH8/KCNQ3/KCND2/KCNH7/KCNJ11",36
"GO:0030023","extracellular matrix constituent conferring elasticity","8/2663","10/21059",2.2987438187776e-06,5.61480405097168e-05,4.42759167782472e-05,"ELN/LAMC1/EMILIN1/MMRN1/FBN2/FBLN5/FBLN2/FBN1",8
"GO:0050431","transforming growth factor beta binding","13/2663","25/21059",2.42423332885523e-06,5.79795804484541e-05,4.5720189974024e-05,"LTBP1/TGFBR3/LTBP4/ENG/TGFB3/TWSG1/LRRC32/ITGAV/CD109/TGFBR2/LTBP3/WFIKKN2/NRROS",13
"GO:0001217","DNA-binding transcription repressor activity","77/2663","366/21059",3.96909882173184e-06,9.29903152520031e-05,7.33281414970866e-05,"ETV7/PRDM1/HES2/TFAP2C/TBX15/ERF/TFEC/GLIS3/GATA3/NKX3-2/SOX6/ELK3/CUX2/NR2E1/TBX18/NR3C1/BCL6/FOXP1/VAX2/PRRX1/PROX1/PLAGL1/BCL11A/MSX2/TWIST1/BHLHE41/SNAI1/LRRFIP1/ZNF436/FOXP2/FEZF1/RARA/PPARG/GSC/BHLHE40/TBX3/TFAP2A/PRDM5/ETV6/ASCL1/IRF8/ZEB1/VAX1/JPH2/POU4F2/POU4F1/CREB3L1/ZBTB7B/ATF3/EN1/NKX6-1/HEYL/FOXQ1/INSM2/IRX2/ZNF439/OTP/CEBPB/NR2F1/HIC1/IRX3/JUN/MSC/ZNF572/SATB1/PCBP3/MYT1L/FOXD3/DMBX1/HES5/ZNF560/ZNF248/ZNF536/SP5/SCRT2/SCRT1/DACH1",77
"GO:0008237","metallopeptidase activity","49/2663","202/21059",4.23046381594087e-06,9.71314492140025e-05,7.65936606675611e-05,"TLL1/ADAM28/FOLH1/ADAMTS2/MMP2/CPXM1/TLL2/MMP11/MMP15/PAPPA2/ECE1/CPXM2/MMP19/CPA4/ADAMTS8/ADAM19/CPM/MMP7/CLCA2/STAMBPL1/ADAMTS14/ENPEP/ADAMTS17/ADAMTS18/ADAMTS10/RNPEPL1/MMEL1/ADAMTS16/AOPEP/ADAM12/ADAM33/ADAMTS12/CPB1/ADAMTS5/ADAMTS3/MMP14/ADAMTS9/CPA6/AGBL2/ADAMTS15/MMP10/BMP1/ADAM9/ADAMTS20/AMZ1/AGBL4/TRABD2A/ADAM32/TRABD2B",49
"GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","21/2663","59/21059",5.37125762164173e-06,0.000119606166692411,9.43162510136375e-05,"GABRA1/CHRNA3/CHRNA4/GLRA2/GABRA4/GABRG2/GRIN3B/CHRNB4/CHRNA2/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/GRIA1/CHRFAM7A/CHRNA9/CHRNA7/GRIN3A",21
"GO:0015085","calcium ion transmembrane transporter activity","40/2663","154/21059",5.43803154166246e-06,0.000119606166692411,9.43162510136375e-05,"ATP2B4/TRPC5/CACNG5/CACNA1S/TRPM3/SLC8B1/ITPR3/SLC8A3/TRPA1/TRPV4/OPRM1/GRIN3B/TRPM6/PKDREJ/HTR1B/TRPC6/ITGAV/SLC24A4/CACNA1A/TRPM2/TRPM8/CACNA1C/CACNA2D1/SLC24A2/ATP2B2/CACHD1/CATSPER2/SCN11A/CHRNA9/CHRNA7/GRIN1/ANXA2/SCN5A/SLC24A3/SLC24A5/RYR1/SLC30A10/SCN8A/ANXA6/GRIN3A",40
"GO:0042562","hormone binding","28/2663","92/21059",5.52188748667052e-06,0.000119606166692411,9.43162510136375e-05,"CALCR/ADCYAP1R1/LRP2/TSPO/CRYM/VIPR2/GHRHR/CCKBR/GLP1R/NR3C1/ECE1/TTR/HCRTR1/INHBA/MCHR1/CDH13/PTH2R/CRHBP/THRB/NPR2/SHC1/GPER1/ALDH1A1/GALR1/AR/RXFP1/CMKLR1/MC5R",28
"GO:0031681","G-protein beta-subunit binding","12/2663","23/21059",5.71166044518501e-06,0.000121425670205044,9.57510328042711e-05,"RGS11/RASD1/OPRM1/GNG11/GRIA1/F2RL1/GNG8/GNG4/GNG12/GNG5/F2R/RGS7",12
"GO:0005125","cytokine activity","64/2663","292/21059",6.38223192878378e-06,0.000133214586440796,0.000105047262368499,"CRLF1/IL32/WNT8B/EDN1/CXCL2/TGFB2/IL11/TIMP1/TGFB1/CXCL12/WNT3/CCL2/BMP5/IL1A/TNFSF4/SPP1/TGFB3/INHBA/NDP/CXCL6/WNT1/BMP4/TNFSF9/BMP2/LIF/GDF15/WNT2B/IL6/IL33/INHBE/CMTM3/SECTM1/LEFTY2/WNT9A/GDF7/THNSL2/TSLP/CXCL14/CER1/CTF1/IL18/BMP3/BMP6/WNT3A/WNT7A/GDF6/WNT9B/CXCL3/CXCL5/TNFRSF11B/CMTM5/GREM1/BMP1/IL12A/CXCL10/CXCL11/WNT10B/IL17D/INHBC/CLCF1/GREM2/ALKAL2/TNFSF12/GDF10",64
"GO:0015081","sodium ion transmembrane transporter activity","41/2663","164/21059",1.14817144715888e-05,0.00023537514666757,0.000185606662510646,"SLC38A5/SLC18A1/SLC9A7/SLC6A15/ASIC4/SLC12A1/ATP12A/SLC8B1/SLC17A6/SLC8A3/SLC17A7/ASIC2/SLC5A7/SLC10A2/SLC10A3/SLC9A5/KCNK1/SLC38A4/SLC24A4/TRPM2/SLC4A10/SLC10A4/SLC24A2/SLC34A2/SLC13A3/SLC6A20/SLC13A4/SLC18A2/SLC6A5/SCN11A/SCN4B/SLC9A4/SLC9A9/SCN5A/SLC24A3/SLC24A5/SLC4A5/SLC6A9/SCN8A/SLC10A5/SLC5A8",41
"GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","22/2663","67/21059",1.43877957609191e-05,0.000289775254974301,0.000228504235538143,"GABRA1/ADRB1/CHRNA3/CHRNA4/GLRA2/GABRA4/GABRG2/GRIN3B/CHRNB4/CHRNA2/GLRA3/GABRA6/CHRNA6/HTR3B/GABRA2/GRID2/GRIA4/GRIA1/CHRFAM7A/CHRNA9/CHRNA7/GRIN3A",22
"GO:0008188","neuropeptide receptor activity","18/2663","49/21059",1.50992894540172e-05,0.000298861798158822,0.000235669490570867,"NPFFR2/NTSR1/PROKR2/GPR143/BRS3/SORCS1/OPRM1/TACR1/GPR83/MCHR1/NMBR/NPY5R/GALR1/TACR3/GPR37/GPR139/SSTR2/NPY2R",18
"GO:1901618","organic hydroxy compound transmembrane transporter activity","20/2663","58/21059",1.54194042794563e-05,0.000300025018861285,0.000236586756116546,"SLC18A1/SLCO1A2/ABCC3/SLCO1B3/SLC16A7/SLC10A2/SLC10A3/SLC44A2/STRA6/RBP4/SLCO1C1/SLC16A3/SLC10A4/ABCG1/AQP3/SLC18A2/ABCG4/ABCA4/SLC10A5/SLC5A8",20
"GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","73/2663","358/21059",2.15056143387589e-05,0.000410640515019316,0.000323813353123612,"ETV7/PRDM1/HES2/TFAP2C/TBX15/ERF/TFEC/GLIS3/GATA3/NKX3-2/ELK3/CUX2/NR2E1/TBX18/NR3C1/BCL6/FOXP1/VAX2/PRRX1/PROX1/PLAGL1/BCL11A/MSX2/BHLHE41/SNAI1/LRRFIP1/ZNF436/FOXP2/FEZF1/PPARG/GSC/BHLHE40/TBX3/TFAP2A/PRDM5/ETV6/ASCL1/IRF8/ZEB1/VAX1/JPH2/POU4F2/POU4F1/CREB3L1/ATF3/EN1/NKX6-1/HEYL/FOXQ1/INSM2/IRX2/ZNF439/OTP/CEBPB/NR2F1/HIC1/IRX3/JUN/MSC/ZNF572/SATB1/PCBP3/MYT1L/FOXD3/DMBX1/HES5/ZNF560/ZNF248/ZNF536/SP5/SCRT2/SCRT1/DACH1",73
"GO:0031406","carboxylic acid binding","48/2663","208/21059",2.18197486203643e-05,0.000410640515019316,0.000323813353123612,"CYP26B1/SELE/NR1H4/COL11A1/P4HA2/SLC46A1/PLOD1/NOS1/P3H2/CYP26A1/GPR143/GLRA2/PLOD3/PTGDS/FOLR1/MDK/VDR/RBP1/GRIN3B/LRAT/FABP3/EGLN3/APOC1/RARA/PPARG/ALOX5AP/GAD2/RBP5/THNSL2/GLRA3/P4HA3/PLOD2/RBP7/FABP5/STX3/FABP6/FABP4/GRIN1/TH/OGFOD3/FFAR4/CYP27C1/CYP26C1/AGRN/SELL/GRM7/TAT/GRIN3A",48
"GO:0005262","calcium channel activity","35/2663","136/21059",2.52697782306617e-05,0.000467898474335478,0.000368964503877234,"TRPC5/CACNG5/CACNA1S/TRPM3/ITPR3/TRPA1/TRPV4/OPRM1/GRIN3B/TRPM6/PKDREJ/HTR1B/TRPC6/ITGAV/SLC24A4/CACNA1A/TRPM2/TRPM8/CACNA1C/CACNA2D1/SLC24A2/CACHD1/CATSPER2/SCN11A/CHRNA9/CHRNA7/GRIN1/ANXA2/SCN5A/SLC24A3/SLC24A5/RYR1/SCN8A/ANXA6/GRIN3A",35
"GO:0140828","metal cation:monoatomic cation antiporter activity","16/2663","43/21059",3.71208303447273e-05,0.000676424019615031,0.000533398731770518,"SLC38A5/SLC9A7/SLC8B1/SLC17A6/SLC8A3/SLC17A7/SLC9A5/SLC24A4/SLC4A10/SLC24A2/SLC30A8/SLC9A4/SLC9A9/SLC24A3/SLC24A5/SLC30A10",16
"GO:0004993","G protein-coupled serotonin receptor activity","11/2663","23/21059",4.05756232211156e-05,0.000715675475665072,0.000564350732690227,"HTR1B/HTR2C/HTR5A/HTR4/CHRM1/HTR1E/HTR1F/HTR1D/CHRM2/CHRM5/HRH1",11
"GO:0051015","actin filament binding","50/2663","225/21059",4.29359327891114e-05,0.000715675475665072,0.000564350732690227,"SCIN/CAPG/CTNNA1/LIMA1/CNN2/ACTN1/ACTN2/NEBL/EZR/MYH9/ACTR3C/TRPV4/CNN3/PLS1/FLNC/MYO1B/AJUBA/CNN1/ACTN4/MYH11/VILL/FLNB/LCP1/DBNL/MYO1G/TLN1/SHROOM3/TPM1/IQGAP1/ESPNL/MYO1E/SHROOM4/TAGLN2/NEXN/SHROOM1/MYO5B/TPM4/CORO6/ANTXR1/SYNE3/PLEC/CTNNA3/ADSS1/GAS2L1/ESPN/FLNA/ANXA6/SVIL/MYO1C/NRAP",50
"GO:0004879","nuclear receptor activity","19/2663","57/21059",4.29405488306538e-05,0.000715675475665072,0.000564350732690227,"NR1H4/RARB/PGR/AHR/VDR/NR2E1/NR3C1/NR4A3/RARA/PPARG/THRB/NR3C2/NR4A2/NKX3-1/STAT3/AR/RARG/NR2F1/RORB",19
"GO:0005544","calcium-dependent phospholipid binding","19/2663","57/21059",4.29405488306538e-05,0.000715675475665072,0.000564350732690227,"SYT7/CPNE6/PLA2G4C/SYT10/PLA2G4A/ANXA1/DYSF/ESYT1/SYT2/DOC2A/ANXA5/SYTL3/SYT9/CPNE7/ANXA2/PCLO/ANXA4/ANXA6/CPNE1",19
"GO:0098531","ligand-activated transcription factor activity","19/2663","57/21059",4.29405488306538e-05,0.000715675475665072,0.000564350732690227,"NR1H4/RARB/PGR/AHR/VDR/NR2E1/NR3C1/NR4A3/RARA/PPARG/THRB/NR3C2/NR4A2/NKX3-1/STAT3/AR/RARG/NR2F1/RORB",19
"GO:0045296","cadherin binding","72/2663","359/21059",4.30153378230749e-05,0.000715675475665072,0.000564350732690227,"BAIAP2L1/PROM1/VCL/CDH10/CAPG/CTNNA1/LIMA1/CDH3/CNN2/SLK/PKM/NOTCH3/PTPRH/CDH7/COBLL1/FXYD5/ITGA6/EZR/MYH9/CDH20/PPP1R13L/PLIN3/PDLIM1/CDH23/KRT18/CDH9/CDH6/RTN4/CNN3/PRDX6/SEPTIN7/CALD1/LRRFIP1/AHNAK/VASP/KDR/CDC42EP1/MYO1B/ARHGEF16/EPS8L1/DNAJB1/ANXA1/FLNB/DBNL/NIBAN2/TLN1/TMOD3/IQGAP1/CDH11/CDH13/EFHD2/CDH18/PLCB3/MPP7/ITGB1/CDH8/BAG3/CAST/CDH12/WASF2/TAGLN2/F11R/PDLIM5/S100A11/STXBP6/PLEC/ANXA2/CTNNA3/PTPRT/FLNA/PARVA/CLIC1",72
"GO:0008514","organic anion transmembrane transporter activity","56/2663","261/21059",4.41180299743516e-05,0.000718018886503218,0.000566198645142827,"CFTR/SLC7A2/SLC38A5/SLC6A15/SLC46A1/SLCO1A2/ABCB1/SLC17A6/SLC7A8/SLCO4A1/ABCD1/SLC7A5/SLC17A7/SLC1A5/ABCC3/SLCO1B3/SLC16A10/SLC27A6/SLC16A7/ABCG2/SLC10A2/SLC10A3/SLC35D2/RTBDN/SLC26A10P/SLC2A8/SLCO5A1/SLCO1C1/SLC38A4/SLC27A2/SLC16A3/SFXN5/SLC4A10/SLC26A1/SLC10A4/SLC22A3/SLC26A7/SLC39A12/SLC22A8/SLC16A12/SLC7A7/SLC26A2/SLC13A3/SLC6A20/SLC6A5/SLC16A4/SLC38A11/SLCO4C1/SLCO2A1/SLC25A41/SLC35D3/SLC4A5/SLC6A9/SLC22A6/SLC10A5/SLC5A8",56
"GO:0005179","hormone activity","34/2663","134/21059",4.47989586547397e-05,0.000718018886503218,0.000566198645142827,"UTS2/EDN1/CHGB/METRN/AMH/RLN1/CALCA/STC2/TTR/IAPP/INHBA/EDN2/ADM2/NTS/FBN2/INHBE/ADCYAP1/VIP/GNRH1/ADM/SST/STC1/FNDC5/NPPC/CARTPT/FBN1/PNOC/INHBC/NPPA/CALCB/PMCH/CCK/OSTN/NMB",34
"GO:0008066","glutamate receptor activity","12/2663","27/21059",4.5032543404383e-05,0.000718018886503218,0.000566198645142827,"GRIN3B/GRM4/GRID2/GRIA4/GRM1/GRIA1/GRM2/GRIN1/GRM8/GRM7/GRIN3A/GRM3",12
"GO:0008307","structural constituent of muscle","16/2663","44/21059",5.15229157316379e-05,0.00081025078438247,0.000638928731495437,"MYOM2/ACTN2/NEBL/CAPN3/MYL6/MYL9/MYOT/MYH11/TPM1/CSRP1/NEXN/TPM4/MYL1/CSRP2/PLEC/SYNM",16
"GO:0043395","heparan sulfate proteoglycan binding","10/2663","20/21059",5.6722259542566e-05,0.000879961539930618,0.000693899618870651,"CFH/FGF20/PTPRC/SEMA5A/APOE/ITGA2/AZU1/LPL/SLIT1/AGRN",10
"GO:0099589","serotonin receptor activity","12/2663","28/21059",6.97591747620946e-05,0.00106778043502513,0.000842005477830195,"HTR1B/HTR2C/HTR3B/HTR5A/HTR4/CHRM1/HTR1E/HTR1F/HTR1D/CHRM2/CHRM5/HRH1",12
"GO:0070888","E-box binding","19/2663","59/21059",7.33418792308842e-05,0.00110292925552605,0.000869722317763069,"AHR/GATA3/TWIST1/BHLHE41/NEUROD4/SNAI1/PPARG/BHLHE40/ASCL1/ZEB1/TAL1/NEUROD1/NEUROD6/PTF1A/NEUROD2/NEUROG2/BHLHE22/NEUROG1/SCRT2",19
"GO:0046943","carboxylic acid transmembrane transporter activity","40/2663","171/21059",7.39769622608936e-05,0.00110292925552605,0.000869722317763069,"SLC7A2/SLC38A5/SLC6A15/SLC46A1/SLCO1A2/ABCB1/SLC17A6/SLC7A8/SLC7A5/SLC17A7/SLC1A5/ABCC3/SLCO1B3/SLC16A10/SLC27A6/SLC16A7/ABCG2/SLC10A2/SLC10A3/SLC26A10P/SLCO1C1/SLC38A4/SLC27A2/SLC16A3/SFXN5/SLC26A1/SLC10A4/SLC26A7/SLC16A12/SLC7A7/SLC26A2/SLC13A3/SLC6A20/SLC6A5/SLC16A4/SLC38A11/SLC6A9/SLC22A6/SLC10A5/SLC5A8",40
"GO:0046965","nuclear retinoid X receptor binding","9/2663","17/21059",7.61397115065733e-05,0.00112062036935316,0.000883672765123522,"NR1H4/RARB/VDR/PPARG/TACC1/NR4A2/RARG/NCOR2/ARID5A",9
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","21/2663","69/21059",7.93197458661536e-05,0.00114993621906137,0.000906789976520057,"MUSK/TIE1/FGFR2/EPHA8/EPHA6/NRP1/EPHB6/EFEMP1/FLT3/FGFRL1/KDR/EPHB2/EPHA7/ERBB2/EPHA5/MERTK/KIT/DDR2/RET/AXL/ROR2",21
"GO:0005501","retinoid binding","15/2663","41/21059",8.11366147595563e-05,0.00114993621906137,0.000906789976520057,"CYP26B1/OPN3/CYP26A1/PTGDS/RBP1/LRAT/RARA/STRA6/RBP4/RBP5/RBP7/FABP5/CYP27C1/CYP26C1/ABCA4",15
"GO:0019840","isoprenoid binding","15/2663","41/21059",8.11366147595563e-05,0.00114993621906137,0.000906789976520057,"CYP26B1/OPN3/CYP26A1/PTGDS/RBP1/LRAT/RARA/STRA6/RBP4/RBP5/RBP7/FABP5/CYP27C1/CYP26C1/ABCA4",15
"GO:0005342","organic acid transmembrane transporter activity","40/2663","172/21059",8.48002593577655e-05,0.00118720363100872,0.000936177446054921,"SLC7A2/SLC38A5/SLC6A15/SLC46A1/SLCO1A2/ABCB1/SLC17A6/SLC7A8/SLC7A5/SLC17A7/SLC1A5/ABCC3/SLCO1B3/SLC16A10/SLC27A6/SLC16A7/ABCG2/SLC10A2/SLC10A3/SLC26A10P/SLCO1C1/SLC38A4/SLC27A2/SLC16A3/SFXN5/SLC26A1/SLC10A4/SLC26A7/SLC16A12/SLC7A7/SLC26A2/SLC13A3/SLC6A20/SLC6A5/SLC16A4/SLC38A11/SLC6A9/SLC22A6/SLC10A5/SLC5A8",40
"GO:0005237","inhibitory extracellular ligand-gated monoatomic ion channel activity","8/2663","14/21059",9.56063121529183e-05,0.00129891008553712,0.00102426432565737,"GABRA1/GLRA2/GABRA4/GABRG2/GLRA3/GABRA6/GABRA2/GABRG1",8
"GO:0022821","solute:potassium antiporter activity","10/2663","21/21059",9.60200599344921e-05,0.00129891008553712,0.00102426432565737,"SLC9A7/SLC17A6/SLC17A7/SLC9A5/SLC24A4/SLC24A2/SLC9A4/SLC9A9/SLC24A3/SLC24A5",10
"GO:0004867","serine-type endopeptidase inhibitor activity","28/2663","106/21059",9.61736561591074e-05,0.00129891008553712,0.00102426432565737,"ANOS1/PAPLN/WFDC1/TFPI2/SERPINE1/SLCO1B3/COL7A1/WFDC3/SERPINB6/SERPINF1/SPINK5/SERPING1/SERPINH1/SPOCK1/CD109/SERPINI1/SERPINB7/SERPINB8/SERPINB12/SPINT2/WFIKKN2/A2M/ANXA2/SERPINA3/SERPINB2/SERPINB13/COL28A1/HMSD",28
"GO:0043177","organic acid binding","48/2663","220/21059",9.741039931752e-05,0.00130031556298271,0.00102537262439495,"CYP26B1/SELE/NR1H4/COL11A1/P4HA2/SLC46A1/PLOD1/NOS1/P3H2/CYP26A1/GPR143/GLRA2/PLOD3/PTGDS/FOLR1/MDK/VDR/RBP1/GRIN3B/LRAT/FABP3/EGLN3/APOC1/RARA/PPARG/ALOX5AP/GAD2/RBP5/THNSL2/GLRA3/P4HA3/PLOD2/RBP7/FABP5/STX3/FABP6/FABP4/GRIN1/TH/OGFOD3/FFAR4/CYP27C1/CYP26C1/AGRN/SELL/GRM7/TAT/GRIN3A",48
"GO:0045499","chemorepellent activity","12/2663","29/21059",0.000105351769340777,0.00138655506491571,0.00109337736642904,"SEMA3G/SEMA3B/SEMA3C/SEMA5B/SEMA6A/SEMA5A/EPHA7/SEMA7A/SEMA3D/SEMA3E/SEMA4B/NRG3",12
"GO:0008503","benzodiazepine receptor activity","7/2663","11/21059",0.000106286450969148,0.00138655506491571,0.00109337736642904,"GABRA1/TSPO/GABRA4/GABRG2/GABRA6/GABRA2/GABRG1",7
"GO:0015293","symporter activity","37/2663","157/21059",0.000114738398896564,0.00147999642621635,0.00116706118333584,"SLC18A1/SLC6A16/SLC6A15/SLC12A1/SLC46A1/SLC15A1/SLC17A6/SLC17A7/SLC1A5/SLC15A3/SLC22A18/SLC5A7/SLC16A7/SLC10A2/SLC10A3/SLC38A4/SLC24A4/SLC16A3/SLC4A10/SLC10A4/SLC39A12/SLC24A2/SLC34A2/SLC13A3/SLC6A20/SLC13A4/SLC18A2/SLC6A5/SLC16A4/SLC24A3/SLC24A5/SLC4A5/SLC6A9/SLC6A17/SLC12A8/SLC10A5/SLC5A8",37
"GO:0004896","cytokine receptor activity","27/2663","102/21059",0.000122323991428823,0.00156031046844765,0.00123039336407939,"CRLF1/IL20RA/CD74/CD44/IL17RB/IL12RB2/IL10RA/IL1R1/IL1RL2/IL18R1/F3/FLT3/CCR7/IL13RA1/IL6ST/IL11RA/OSMR/IL6R/IL17RC/IL31RA/CX3CR1/IL7R/CMKLR1/IL17RA/CCR10/IFNLR1/IL1RAP",27
"GO:0001786","phosphatidylserine binding","20/2663","66/21059",0.00012442236397827,0.00156963597634126,0.00123774705634832,"SCIN/SYT7/GSDMB/CPNE6/RS1/SYT10/SYT6/TLN1/SYTL2/MFGE8/SYT2/GSDMC/JPH2/ANXA5/AXL/CAVIN2/SYT9/ANXA2/ANXA6/CPNE1",20
"GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","25/2663","92/21059",0.000136808577739418,0.00170713312222665,0.00134617135990732,"SCIN/SYT7/CAPG/KCNQ1/GSDMB/ACTN2/PLEKHA4/SYT10/KCNJ2/MYO1B/VILL/MYO1G/SYTL2/TTPA/GSDMC/JPH2/FZD7/ALOX15/FRMPD4/SYT9/GRAMD2A/ANXA2/ADAP2/PLCD1/SVIL",25
